epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,527.923,0.38164,1.66259,1.02502,0.09103,0.11111,0.05681,0.05113,0.47702,5.94157,1.1982,0.0004456,0.0004456,0.0004456
30,551.881,0.34695,1.6404,1.00196,0.09286,0.11111,0.09411,0.07364,0.51401,5.99579,1.23822,0.0004258,0.0004258,0.0004258
31,575.62,0.37607,1.63563,1.01199,0.02172,0.13889,0.12114,0.10902,0.5023,6.02064,1.19885,0.000406,0.000406,0.000406
32,599.802,0.36994,1.63194,1.01895,0.01757,0.19444,0.0985,0.09639,0.55118,6.09317,1.27123,0.0003862,0.0003862,0.0003862
33,623.563,0.35328,1.65714,0.99406,0.02655,0.11111,0.09121,0.08568,0.61297,6.01428,1.36761,0.0003664,0.0003664,0.0003664
34,647.333,0.34959,1.53979,1.00998,0.02559,0.13889,0.09137,0.08223,0.51158,5.95852,1.26562,0.0003466,0.0003466,0.0003466
35,671.63,0.37678,1.5657,1.00924,0.0878,0.11111,0.06265,0.05362,0.46107,5.99605,1.18896,0.0003268,0.0003268,0.0003268
36,695.842,0.33871,1.54849,0.99048,0.14551,0.11111,0.08981,0.08037,0.46856,5.97748,1.18649,0.000307,0.000307,0.000307
37,719.652,0.3548,1.48886,0.99625,0.02006,0.13889,0.04101,0.03543,0.44265,6.0658,1.16918,0.0002872,0.0002872,0.0002872
38,743.676,0.32679,1.41818,0.97783,0.01713,0.13889,0.03399,0.03336,0.4785,6.04077,1.1917,0.0002674,0.0002674,0.0002674
39,767.957,0.34736,1.45309,0.9758,0.02006,0.13889,0.03584,0.03409,0.4874,5.9899,1.21393,0.0002476,0.0002476,0.0002476
40,792.086,0.33721,1.37601,0.97156,0.02238,0.13889,0.04609,0.04424,0.47596,5.94149,1.19755,0.0002278,0.0002278,0.0002278
41,822.086,0.3144,1.77611,0.99055,0.03108,0.13889,0.08639,0.08328,0.53189,5.88553,1.22698,0.000208,0.000208,0.000208
42,847.109,0.28524,1.84236,1.0072,0.02037,0.13889,0.0553,0.05253,0.52329,5.86453,1.21332,0.0001882,0.0001882,0.0001882
43,873.214,0.27254,1.71176,0.98938,0.02831,0.13889,0.04885,0.04581,0.51818,5.93847,1.19472,0.0001684,0.0001684,0.0001684
44,898.45,0.27497,1.51589,0.98831,0.0282,0.13889,0.03411,0.03208,0.47483,6.20862,1.1428,0.0001486,0.0001486,0.0001486
45,923.69,0.27609,1.40216,0.98422,0.03241,0.13889,0.04335,0.04039,0.47673,6.24527,1.1473,0.0001288,0.0001288,0.0001288
46,949.316,0.26531,1.39632,0.97973,0.0261,0.13889,0.04493,0.03906,0.48785,6.13546,1.15615,0.000109,0.000109,0.000109
47,975.403,0.27279,1.43827,0.98387,0.02083,0.19444,0.04178,0.03649,0.49654,6.02011,1.17035,8.92e-05,8.92e-05,8.92e-05
48,1001.85,0.23498,1.37209,0.94946,0.09503,0.10009,0.0553,0.05069,0.52049,5.97693,1.19019,6.94e-05,6.94e-05,6.94e-05
49,1027.99,0.23307,1.32165,0.94112,0.14518,0.10253,0.04146,0.03869,0.5216,5.97804,1.19259,4.96e-05,4.96e-05,4.96e-05
50,1054.17,0.2466,1.30228,0.93742,0.14388,0.10034,0.05067,0.04606,0.52935,5.97474,1.19444,2.98e-05,2.98e-05,2.98e-05
