epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,3127.73,0.30158,0.99836,0.97937,0.76728,0.20455,0.26023,0.23761,0.51769,2.74438,1.18918,0.000703,0.000703,0.000703
17,3393.65,0.31316,0.96954,0.9824,0.61306,0.25,0.25443,0.22899,0.46695,2.47371,1.11049,0.0006832,0.0006832,0.0006832
18,3783.14,0.2995,0.94049,0.98161,0.69952,0.22727,0.27705,0.24482,0.49829,3.23109,1.16703,0.0006634,0.0006634,0.0006634
19,4046.79,0.28661,0.89612,0.97439,0.77265,0.22727,0.28284,0.25908,0.50665,2.8098,1.21929,0.0006436,0.0006436,0.0006436
20,4310,0.29809,0.88459,0.97401,0.67524,0.24843,0.23761,0.2229,0.42598,2.55984,1.1477,0.0006238,0.0006238,0.0006238
21,4598.57,0.29501,0.85132,0.97515,0.66663,0.31818,0.32227,0.30814,0.45704,2.78263,1.12768,0.000604,0.000604,0.000604
22,4856.62,0.29152,0.84553,0.97787,0.81862,0.31818,0.38818,0.37198,0.42407,2.23297,1.07731,0.0005842,0.0005842,0.0005842
23,5133.77,0.28431,0.79249,0.96981,0.7338,0.25,0.35068,0.34275,0.40096,2.81977,1.02979,0.0005644,0.0005644,0.0005644
24,5424.19,0.28366,0.77748,0.96546,0.78707,0.29545,0.35068,0.33823,0.47453,2.60744,1.10426,0.0005446,0.0005446,0.0005446
25,5700.99,0.27226,0.74351,0.96201,0.61085,0.29545,0.35068,0.33823,0.44217,3.40531,1.05196,0.0005248,0.0005248,0.0005248
26,5986.7,0.27582,0.74031,0.96141,0.69473,0.20455,0.26023,0.24325,0.45185,2.34282,1.13651,0.000505,0.000505,0.000505
27,6353.97,0.27139,0.72864,0.95639,0.48024,0.15909,0.14716,0.13697,0.40689,2.40011,1.04962,0.0004852,0.0004852,0.0004852
28,6665.78,0.2735,0.72387,0.96354,0.76723,0.15909,0.19239,0.16636,0.39144,3.26394,1.02842,0.0004654,0.0004654,0.0004654
29,7012.79,0.2815,0.7119,0.96359,0.62593,0.43182,0.47767,0.44799,0.40499,2.88793,1.03627,0.0004456,0.0004456,0.0004456
30,7354.21,0.2528,0.65879,0.95676,0.6967,0.40909,0.43534,0.41894,0.45068,2.18232,1.10515,0.0004258,0.0004258,0.0004258
31,7837.71,0.25748,0.66381,0.94969,0.60167,0.31818,0.35068,0.32918,0.43216,2.1883,1.05754,0.000406,0.000406,0.000406
32,8188.5,0.25289,0.60383,0.94857,0.77294,0.22727,0.28284,0.26813,0.45595,2.71398,1.06045,0.0003862,0.0003862,0.0003862
33,8552.43,0.25903,0.64482,0.94716,0.41674,0.13636,0.16977,0.15732,0.41118,2.49609,1.07547,0.0003664,0.0003664,0.0003664
34,8911.08,0.24769,0.60882,0.94973,0.13409,0.20455,0.215,0.19802,0.4687,2.51083,1.10535,0.0003466,0.0003466,0.0003466
35,9311.89,0.2411,0.58195,0.94667,0.69585,0.27273,0.34489,0.32849,0.43629,2.48137,1.06092,0.0003268,0.0003268,0.0003268
36,10437,0.23488,0.56195,0.94343,0.65824,0.25,0.27705,0.26291,0.4517,2.57563,1.08866,0.000307,0.000307,0.000307
37,10831.1,0.24417,0.59117,0.94021,0.73648,0.27273,0.35068,0.3337,0.41341,2.53151,1.04843,0.0002872,0.0002872,0.0002872
38,11258.4,0.23633,0.57959,0.94502,0.56442,0.47727,0.47864,0.46243,0.43523,2.54379,1.07185,0.0002674,0.0002674,0.0002674
39,11622.2,0.22982,0.54354,0.9422,0.79382,0.25,0.28284,0.27717,0.42195,2.07142,1.08844,0.0002476,0.0002476,0.0002476
